1.00455 1.05299
1.05498 1.0735
1.10542 1.12809
1.15585 1.14758
1.20628 1.14341
1.25671 1.12384
1.30714 1.09592
1.35758 1.06116
1.40801 1.02521
1.45844 1
9.1241 1.08372
9.17454 1.21711
9.22497 1.35045
9.2754 1.48229
9.32583 1.60948
10.511 1.61644
10.5614 1.54317
10.6118 1.42203
10.6623 1.27393
10.7127 1.16716
10.7631 1.14162
10.8136 1.17065
10.864 1.23728
10.9144 1.32696
10.9649 1.43054
11.0153 1.54268
11.0657 1.65741
11.1162 1.70939
11.1666 1.7099
11.217 1.67483
11.2675 1.61929
11.3179 1.55114
11.3683 1.47685
11.4188 1.40086
11.4692 1.32611
11.5196 1.25453
11.5701 1.18638
11.6205 1.12439
11.6709 1.06748
11.7214 1.01569
11.7718 1
44.2248 1.02549
44.2752 1.15878
44.3256 1.29311
44.3761 1.4266
44.4265 1.55584
44.4769 1.67982
44.5274 1.79915
44.5778 1.77423
44.6282 1.72133
44.6787 1.65173
44.7291 1.57248
44.7795 1.49114
44.83 1.41006
44.8804 1.3317
44.9308 1.25757
44.9813 1.18852
45.0317 1.12498
45.0821 1.06615
45.1326 1.01404
45.183 1
117.502 1.08202
117.553 1.21497
117.603 1.34918
117.654 1.48051
117.704 1.60852
117.755 1.73082
117.805 1.70225
117.855 1.65013
117.906 1.58326
117.956 1.5088
118.007 1.4317
118.057 1.35526
118.108 1.28166
118.158 1.21133
118.209 1.14714
118.259 1.08808
118.309 1.03422
118.36 1
176.357 1.082
176.407 1.21606
176.457 1.34987
176.508 1.48092
176.558 1.60873
176.609 1.73089
176.659 1.70328
176.71 1.65084
176.76 1.58286
176.811 1.5086
176.861 1.43163
176.911 1.35529
176.962 1.28174
177.012 1.21233
177.063 1.1478
177.113 1.08761
177.164 1.03394
177.214 1
196.529 1.08124
196.58 1.21445
196.63 1.34885
196.681 1.48031
196.731 1.60841
196.782 1.73078
196.832 1.70218
196.882 1.65003
196.933 1.58315
196.983 1.50869
197.034 1.43159
197.084 1.35429
197.135 1.28105
197.185 1.21098
197.235 1.14697
197.286 1.08803
197.336 1.03425
197.387 1
223.662 1.08213
223.712 1.21611
223.763 1.34987
223.813 1.482
223.864 1.60939
223.914 1.73126
223.964 1.7037
224.015 1.65128
224.065 1.58418
224.116 1.50954
224.166 1.43142
224.217 1.35524
224.267 1.28092
224.317 1.21193
224.368 1.1477
224.418 1.08858
224.469 1.03467
224.519 1
